User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities
332,25,male,chennai,graduate,full-time job,tinder,none,monthly,30 minutes,finding a partner,5,unknown,detailed profiles,voice notes,Personality > Interests > Values
333,24,non-binary,delhi,graduate,intern,tinder,okcupid,weekly,30 minutes,social interaction,5,safety concerns,ai recommendations,voice notes,Values > Personality > Appearance
334,20,female,delhi,postgraduate,intern,none,none,daily,1.5 hours,casual dating,1,time-wasting,ai recommendations,text,Appearance > Interests > Personality
335,20,female,hyderabad,graduate,full-time job,hinge,hinge,monthly,1.5 hours,casual dating,4,time-wasting,detailed profiles,video calls,Appearance > Interests > Personality
336,20,non-binary,hyderabad,undergraduate,student,tinder,tinder,weekly,3 hours,casual dating,2,safety concerns,detailed profiles,voice notes,Personality > Interests > Values
337,24,male,kolkata,graduate,student,hinge,bumble,monthly,2 hours,casual dating,1,lack of genuine matches,video calls,voice notes,Appearance > Interests > Personality
338,23,non-binary,delhi,undergraduate,freelancer,hinge,okcupid,daily,3 hours,social interaction,4,unknown,location-based matching,voice notes,Values > Personality > Appearance
339,24,non-binary,pune,postgraduate,part-time job,hinge,none,monthly,3 hours,casual dating,3,safety concerns,location-based matching,video calls,Appearance > Interests > Personality
340,21,non-binary,delhi,postgraduate,student,none,bumble,monthly,2 hours,finding a partner,4,time-wasting,video calls,video calls,Values > Personality > Appearance
341,19,non-binary,kolkata,undergraduate,freelancer,hinge,tinder,weekly,1.5 hours,social interaction,1,lack of genuine matches,location-based matching,text,Personality > Interests > Values
342,23,non-binary,hyderabad,graduate,part-time job,none,hinge,daily,1.5 hours,finding a partner,1,safety concerns,detailed profiles,text,Values > Personality > Appearance
343,18,female,mumbai,postgraduate,freelancer,okcupid,bumble,daily,2 hours,casual dating,4,unknown,video calls,video calls,Personality > Interests > Values
344,20,male,bangalore,graduate,student,hinge,hinge,daily,3 hours,finding a partner,2,lack of genuine matches,audio calls,voice notes,Personality > Interests > Values
345,25,female,pune,postgraduate,freelancer,hinge,bumble,monthly,2 hours,casual fun,1,lack of genuine matches,audio calls,video calls,Personality > Interests > Values
346,24,male,pune,postgraduate,intern,okcupid,none,daily,1 hour,social interaction,3,safety concerns,location-based matching,video calls,Appearance > Interests > Personality
347,22,female,pune,undergraduate,full-time job,bumble,bumble,daily,1 hour,casual fun,5,time-wasting,ai recommendations,video calls,Values > Personality > Appearance
348,22,female,pune,graduate,full-time job,none,okcupid,monthly,2 hours,casual fun,5,lack of genuine matches,detailed profiles,video calls,Values > Personality > Appearance
349,18,male,delhi,undergraduate,intern,bumble,hinge,monthly,1.5 hours,social interaction,3,time-wasting,audio calls,voice notes,Appearance > Interests > Personality
350,21,male,mumbai,graduate,intern,none,bumble,weekly,1.5 hours,social interaction,4,safety concerns,video calls,video calls,Values > Personality > Appearance
351,20,male,kolkata,undergraduate,freelancer,hinge,none,monthly,30 minutes,casual fun,5,time-wasting,audio calls,text,Appearance > Interests > Personality
352,23,male,mumbai,postgraduate,freelancer,tinder,hinge,daily,30 minutes,casual fun,4,lack of genuine matches,audio calls,voice notes,Personality > Interests > Values
353,18,female,kolkata,postgraduate,student,tinder,bumble,daily,2 hours,casual fun,1,time-wasting,location-based matching,voice notes,Values > Personality > Appearance
354,25,non-binary,bangalore,postgraduate,student,none,none,monthly,30 minutes,casual dating,3,safety concerns,ai recommendations,text,Values > Personality > Appearance
355,24,non-binary,bangalore,postgraduate,intern,none,hinge,daily,1 hour,social interaction,1,unknown,ai recommendations,text,Appearance > Interests > Personality
356,21,non-binary,hyderabad,graduate,student,none,hinge,daily,3 hours,social interaction,1,time-wasting,detailed profiles,voice notes,Appearance > Interests > Personality
357,23,non-binary,mumbai,undergraduate,full-time job,bumble,tinder,daily,1 hour,casual fun,2,lack of genuine matches,location-based matching,text,Appearance > Interests > Personality
358,25,female,kolkata,undergraduate,freelancer,bumble,okcupid,daily,3 hours,casual fun,5,safety concerns,audio calls,text,Personality > Interests > Values
359,18,female,mumbai,undergraduate,part-time job,none,none,weekly,30 minutes,finding a partner,5,unknown,ai recommendations,text,Appearance > Interests > Personality
360,24,female,pune,postgraduate,freelancer,tinder,none,weekly,2 hours,casual fun,5,lack of genuine matches,location-based matching,video calls,Personality > Interests > Values
361,22,non-binary,chennai,undergraduate,student,none,hinge,weekly,1 hour,casual fun,2,safety concerns,detailed profiles,voice notes,Values > Personality > Appearance
362,22,male,kolkata,postgraduate,student,tinder,tinder,weekly,30 minutes,social interaction,4,time-wasting,audio calls,video calls,Personality > Interests > Values
363,25,male,pune,undergraduate,full-time job,none,none,daily,2 hours,casual fun,1,safety concerns,audio calls,video calls,Values > Personality > Appearance
364,24,female,hyderabad,graduate,freelancer,okcupid,hinge,monthly,1.5 hours,social interaction,2,lack of genuine matches,ai recommendations,text,Values > Personality > Appearance
365,23,non-binary,chennai,graduate,student,none,none,daily,2 hours,finding a partner,5,time-wasting,audio calls,text,Appearance > Interests > Personality
366,23,female,hyderabad,graduate,part-time job,tinder,none,weekly,1.5 hours,casual dating,5,unknown,audio calls,text,Values > Personality > Appearance
367,18,female,mumbai,undergraduate,intern,bumble,tinder,daily,1.5 hours,casual dating,4,unknown,video calls,video calls,Personality > Interests > Values
368,23,non-binary,delhi,postgraduate,freelancer,hinge,none,monthly,1.5 hours,finding a partner,1,safety concerns,ai recommendations,video calls,Values > Personality > Appearance
369,19,male,bangalore,graduate,student,none,none,daily,1 hour,casual fun,2,unknown,location-based matching,voice notes,Values > Personality > Appearance
370,24,female,bangalore,graduate,freelancer,none,bumble,daily,2 hours,casual fun,5,lack of genuine matches,location-based matching,voice notes,Values > Personality > Appearance
371,23,female,chennai,undergraduate,student,none,hinge,daily,1 hour,social interaction,5,unknown,video calls,text,Appearance > Interests > Personality
372,20,female,kolkata,undergraduate,full-time job,bumble,okcupid,weekly,1 hour,casual fun,3,time-wasting,detailed profiles,text,Values > Personality > Appearance
373,21,male,hyderabad,postgraduate,full-time job,bumble,none,monthly,1 hour,casual dating,2,time-wasting,ai recommendations,voice notes,Appearance > Interests > Personality
374,20,female,chennai,undergraduate,student,none,none,monthly,2 hours,social interaction,5,time-wasting,ai recommendations,video calls,Appearance > Interests > Personality
375,22,non-binary,mumbai,postgraduate,student,hinge,none,weekly,1.5 hours,casual dating,5,lack of genuine matches,video calls,voice notes,Appearance > Interests > Personality
376,23,non-binary,delhi,undergraduate,intern,okcupid,hinge,weekly,1.5 hours,casual dating,2,time-wasting,ai recommendations,video calls,Values > Personality > Appearance
377,21,male,bangalore,graduate,full-time job,none,none,daily,3 hours,casual dating,2,unknown,audio calls,video calls,Appearance > Interests > Personality
378,21,female,kolkata,undergraduate,full-time job,okcupid,none,weekly,30 minutes,social interaction,5,unknown,location-based matching,video calls,Values > Personality > Appearance
379,24,non-binary,kolkata,graduate,part-time job,bumble,tinder,daily,1.5 hours,social interaction,2,time-wasting,video calls,text,Personality > Interests > Values
380,24,non-binary,pune,postgraduate,intern,none,bumble,daily,1 hour,finding a partner,3,safety concerns,video calls,voice notes,Values > Personality > Appearance
381,18,female,kolkata,graduate,full-time job,tinder,okcupid,daily,2 hours,social interaction,1,safety concerns,detailed profiles,video calls,Personality > Interests > Values
382,20,non-binary,mumbai,postgraduate,student,hinge,tinder,monthly,1 hour,casual fun,3,unknown,audio calls,video calls,Personality > Interests > Values
383,23,non-binary,bangalore,postgraduate,intern,okcupid,none,weekly,30 minutes,social interaction,4,lack of genuine matches,audio calls,text,Appearance > Interests > Personality
384,22,male,kolkata,undergraduate,student,okcupid,hinge,monthly,1.5 hours,finding a partner,4,safety concerns,audio calls,voice notes,Personality > Interests > Values
385,19,female,chennai,postgraduate,intern,tinder,hinge,daily,30 minutes,casual fun,5,time-wasting,ai recommendations,text,Appearance > Interests > Personality
386,18,male,hyderabad,postgraduate,student,none,none,monthly,2 hours,casual fun,3,time-wasting,location-based matching,video calls,Values > Personality > Appearance
387,25,non-binary,kolkata,postgraduate,full-time job,okcupid,tinder,daily,1 hour,casual dating,5,safety concerns,audio calls,voice notes,Values > Personality > Appearance
388,18,female,pune,postgraduate,intern,none,okcupid,monthly,3 hours,social interaction,5,lack of genuine matches,video calls,voice notes,Values > Personality > Appearance
389,23,non-binary,mumbai,postgraduate,student,tinder,okcupid,weekly,3 hours,social interaction,1,time-wasting,audio calls,video calls,Appearance > Interests > Personality
390,22,male,hyderabad,undergraduate,full-time job,bumble,hinge,weekly,1.5 hours,finding a partner,1,unknown,ai recommendations,video calls,Personality > Interests > Values
391,24,female,kolkata,undergraduate,student,okcupid,none,daily,1.5 hours,casual fun,3,time-wasting,audio calls,voice notes,Appearance > Interests > Personality
392,21,female,bangalore,postgraduate,full-time job,none,none,monthly,1 hour,casual dating,3,lack of genuine matches,video calls,text,Values > Personality > Appearance
393,24,male,delhi,undergraduate,full-time job,bumble,bumble,daily,1.5 hours,casual fun,4,time-wasting,audio calls,video calls,Appearance > Interests > Personality
394,24,male,kolkata,postgraduate,student,okcupid,hinge,monthly,1 hour,finding a partner,1,safety concerns,ai recommendations,text,Appearance > Interests > Personality
395,20,non-binary,mumbai,undergraduate,part-time job,bumble,bumble,monthly,3 hours,social interaction,2,lack of genuine matches,detailed profiles,text,Appearance > Interests > Personality
396,23,female,delhi,undergraduate,intern,hinge,none,daily,2 hours,casual fun,3,safety concerns,ai recommendations,video calls,Values > Personality > Appearance
397,24,male,mumbai,graduate,student,none,okcupid,daily,2 hours,finding a partner,3,unknown,ai recommendations,text,Appearance > Interests > Personality
398,25,female,delhi,graduate,intern,bumble,none,daily,1.5 hours,casual dating,4,unknown,location-based matching,voice notes,Values > Personality > Appearance
399,21,non-binary,mumbai,undergraduate,freelancer,okcupid,okcupid,weekly,2 hours,casual dating,3,safety concerns,location-based matching,video calls,Personality > Interests > Values
400,24,non-binary,chennai,graduate,student,hinge,okcupid,monthly,1 hour,casual dating,1,time-wasting,video calls,voice notes,Values > Personality > Appearance
401,25,female,delhi,undergraduate,full-time job,hinge,none,daily,1 hour,casual dating,2,time-wasting,video calls,video calls,Values > Personality > Appearance
402,20,female,kolkata,graduate,freelancer,hinge,hinge,daily,3 hours,casual dating,3,time-wasting,audio calls,text,Personality > Interests > Values
403,21,non-binary,pune,graduate,intern,okcupid,okcupid,weekly,2 hours,casual fun,2,unknown,audio calls,video calls,Appearance > Interests > Personality
404,20,male,mumbai,graduate,part-time job,okcupid,hinge,daily,1 hour,casual dating,1,safety concerns,location-based matching,text,Values > Personality > Appearance
405,22,non-binary,kolkata,undergraduate,full-time job,hinge,tinder,monthly,3 hours,casual dating,1,unknown,location-based matching,voice notes,Appearance > Interests > Personality
406,25,female,mumbai,graduate,intern,okcupid,none,weekly,1.5 hours,social interaction,2,safety concerns,detailed profiles,text,Values > Personality > Appearance
407,24,male,bangalore,postgraduate,student,hinge,okcupid,daily,3 hours,casual dating,2,safety concerns,detailed profiles,voice notes,Personality > Interests > Values
408,19,non-binary,kolkata,graduate,freelancer,hinge,hinge,daily,1.5 hours,casual dating,5,lack of genuine matches,detailed profiles,voice notes,Appearance > Interests > Personality
409,20,female,pune,undergraduate,student,none,bumble,monthly,1 hour,finding a partner,3,unknown,location-based matching,video calls,Appearance > Interests > Personality
410,19,female,bangalore,undergraduate,freelancer,none,hinge,monthly,1.5 hours,casual dating,2,safety concerns,video calls,video calls,Values > Personality > Appearance
411,24,non-binary,pune,graduate,intern,hinge,hinge,weekly,30 minutes,casual dating,1,unknown,detailed profiles,video calls,Appearance > Interests > Personality
412,18,female,delhi,undergraduate,full-time job,okcupid,tinder,monthly,30 minutes,social interaction,1,safety concerns,location-based matching,voice notes,Appearance > Interests > Personality
413,21,non-binary,kolkata,undergraduate,full-time job,none,okcupid,monthly,1 hour,casual fun,1,lack of genuine matches,video calls,text,Personality > Interests > Values
414,21,male,chennai,undergraduate,freelancer,none,hinge,daily,3 hours,finding a partner,2,unknown,audio calls,text,Values > Personality > Appearance
415,23,male,chennai,postgraduate,student,none,tinder,daily,2 hours,finding a partner,3,lack of genuine matches,detailed profiles,text,Personality > Interests > Values
416,25,female,pune,graduate,part-time job,none,tinder,monthly,30 minutes,casual dating,2,time-wasting,ai recommendations,video calls,Values > Personality > Appearance
417,21,non-binary,bangalore,postgraduate,intern,hinge,okcupid,monthly,3 hours,finding a partner,4,lack of genuine matches,audio calls,text,Appearance > Interests > Personality
418,24,male,hyderabad,undergraduate,part-time job,tinder,none,daily,1.5 hours,casual dating,5,lack of genuine matches,detailed profiles,text,Appearance > Interests > Personality
419,19,female,chennai,graduate,student,bumble,hinge,monthly,30 minutes,finding a partner,4,lack of genuine matches,ai recommendations,text,Appearance > Interests > Personality
420,21,non-binary,mumbai,graduate,student,hinge,tinder,weekly,3 hours,finding a partner,1,safety concerns,video calls,text,Appearance > Interests > Personality
421,21,male,kolkata,undergraduate,freelancer,none,bumble,monthly,30 minutes,casual fun,5,time-wasting,audio calls,video calls,Values > Personality > Appearance
422,24,male,kolkata,undergraduate,full-time job,tinder,none,daily,30 minutes,finding a partner,1,lack of genuine matches,detailed profiles,voice notes,Values > Personality > Appearance
423,22,male,bangalore,graduate,full-time job,okcupid,hinge,daily,1.5 hours,finding a partner,1,safety concerns,audio calls,video calls,Values > Personality > Appearance
424,21,non-binary,mumbai,postgraduate,student,none,none,weekly,30 minutes,casual fun,4,unknown,audio calls,video calls,Values > Personality > Appearance
425,23,male,mumbai,undergraduate,freelancer,none,none,daily,1 hour,casual fun,3,safety concerns,location-based matching,voice notes,Personality > Interests > Values
426,25,male,bangalore,undergraduate,student,tinder,okcupid,daily,1.5 hours,casual dating,1,lack of genuine matches,audio calls,voice notes,Values > Personality > Appearance
427,22,non-binary,hyderabad,undergraduate,part-time job,none,bumble,weekly,2 hours,social interaction,5,time-wasting,video calls,text,Personality > Interests > Values
428,25,female,delhi,postgraduate,freelancer,none,hinge,monthly,1 hour,social interaction,3,safety concerns,ai recommendations,video calls,Values > Personality > Appearance
429,19,male,bangalore,postgraduate,freelancer,none,bumble,weekly,3 hours,casual fun,5,lack of genuine matches,video calls,text,Personality > Interests > Values
430,24,male,chennai,postgraduate,student,bumble,tinder,daily,1.5 hours,casual fun,4,unknown,video calls,text,Personality > Interests > Values
431,24,non-binary,hyderabad,graduate,student,tinder,tinder,weekly,2 hours,casual dating,2,lack of genuine matches,video calls,text,Values > Personality > Appearance
432,21,male,delhi,postgraduate,freelancer,none,none,weekly,3 hours,finding a partner,1,unknown,detailed profiles,voice notes,Values > Personality > Appearance
433,22,non-binary,chennai,undergraduate,part-time job,hinge,okcupid,monthly,2 hours,casual fun,1,unknown,location-based matching,text,Personality > Interests > Values
434,24,female,delhi,graduate,full-time job,none,hinge,weekly,1.5 hours,casual dating,2,time-wasting,detailed profiles,video calls,Values > Personality > Appearance
435,20,male,bangalore,postgraduate,student,none,hinge,daily,2 hours,casual fun,5,unknown,ai recommendations,video calls,Personality > Interests > Values
436,19,non-binary,kolkata,postgraduate,freelancer,okcupid,tinder,monthly,1 hour,casual dating,4,unknown,detailed profiles,video calls,Values > Personality > Appearance
437,18,non-binary,mumbai,undergraduate,freelancer,hinge,tinder,daily,3 hours,casual dating,5,safety concerns,video calls,video calls,Values > Personality > Appearance
438,22,female,pune,postgraduate,student,bumble,okcupid,daily,1 hour,social interaction,3,lack of genuine matches,location-based matching,text,Personality > Interests > Values
439,23,non-binary,kolkata,graduate,student,okcupid,bumble,weekly,30 minutes,finding a partner,4,unknown,ai recommendations,voice notes,Values > Personality > Appearance
440,19,female,hyderabad,graduate,freelancer,none,tinder,monthly,1.5 hours,casual dating,4,lack of genuine matches,video calls,text,Values > Personality > Appearance
441,22,male,bangalore,postgraduate,intern,okcupid,okcupid,daily,2 hours,casual dating,4,safety concerns,detailed profiles,text,Appearance > Interests > Personality
442,22,male,delhi,graduate,part-time job,bumble,okcupid,daily,30 minutes,casual dating,1,time-wasting,audio calls,video calls,Values > Personality > Appearance
443,23,female,chennai,postgraduate,part-time job,hinge,bumble,weekly,2 hours,finding a partner,3,unknown,video calls,video calls,Appearance > Interests > Personality
444,19,non-binary,kolkata,postgraduate,freelancer,bumble,none,daily,1 hour,casual fun,5,lack of genuine matches,audio calls,voice notes,Personality > Interests > Values
445,24,non-binary,bangalore,postgraduate,intern,tinder,bumble,weekly,1.5 hours,casual fun,1,safety concerns,ai recommendations,text,Appearance > Interests > Personality
446,21,non-binary,kolkata,postgraduate,full-time job,none,tinder,weekly,3 hours,casual dating,4,lack of genuine matches,ai recommendations,video calls,Personality > Interests > Values
447,18,female,chennai,undergraduate,full-time job,bumble,tinder,weekly,3 hours,social interaction,2,lack of genuine matches,video calls,text,Personality > Interests > Values
448,22,male,delhi,undergraduate,full-time job,okcupid,none,monthly,30 minutes,casual fun,2,safety concerns,detailed profiles,voice notes,Appearance > Interests > Personality
449,22,male,hyderabad,undergraduate,intern,bumble,hinge,weekly,2 hours,casual fun,1,lack of genuine matches,location-based matching,video calls,Values > Personality > Appearance
450,19,non-binary,hyderabad,postgraduate,part-time job,bumble,okcupid,daily,2 hours,casual fun,5,unknown,detailed profiles,voice notes,Appearance > Interests > Personality
451,25,female,mumbai,undergraduate,student,okcupid,bumble,weekly,1 hour,finding a partner,2,unknown,audio calls,text,Values > Personality > Appearance
452,24,male,hyderabad,postgraduate,intern,tinder,none,monthly,1.5 hours,finding a partner,1,time-wasting,ai recommendations,text,Personality > Interests > Values
453,21,female,hyderabad,graduate,freelancer,none,tinder,weekly,30 minutes,finding a partner,5,safety concerns,location-based matching,voice notes,Appearance > Interests > Personality
454,24,non-binary,chennai,graduate,part-time job,okcupid,tinder,weekly,2 hours,finding a partner,4,time-wasting,video calls,text,Appearance > Interests > Personality
455,18,male,kolkata,postgraduate,part-time job,hinge,okcupid,weekly,3 hours,casual dating,2,lack of genuine matches,video calls,voice notes,Appearance > Interests > Personality
456,19,non-binary,chennai,graduate,student,bumble,none,monthly,1 hour,casual dating,3,lack of genuine matches,video calls,video calls,Appearance > Interests > Personality
457,25,non-binary,chennai,graduate,full-time job,hinge,okcupid,monthly,1.5 hours,casual dating,5,lack of genuine matches,detailed profiles,text,Values > Personality > Appearance
458,24,female,pune,graduate,part-time job,hinge,okcupid,weekly,3 hours,casual dating,2,unknown,location-based matching,voice notes,Personality > Interests > Values
459,23,female,kolkata,postgraduate,student,none,bumble,weekly,3 hours,casual dating,2,unknown,audio calls,video calls,Personality > Interests > Values
460,21,female,chennai,postgraduate,part-time job,bumble,tinder,daily,2 hours,social interaction,1,lack of genuine matches,detailed profiles,video calls,Personality > Interests > Values
461,21,male,chennai,postgraduate,intern,hinge,okcupid,weekly,30 minutes,finding a partner,1,safety concerns,ai recommendations,text,Appearance > Interests > Personality
462,21,female,pune,graduate,freelancer,bumble,okcupid,daily,1.5 hours,social interaction,4,lack of genuine matches,location-based matching,video calls,Personality > Interests > Values
463,25,male,hyderabad,postgraduate,intern,bumble,tinder,monthly,3 hours,casual dating,1,lack of genuine matches,detailed profiles,voice notes,Values > Personality > Appearance
464,21,female,kolkata,postgraduate,intern,bumble,bumble,weekly,1 hour,social interaction,3,unknown,video calls,voice notes,Appearance > Interests > Personality
465,23,male,delhi,graduate,intern,okcupid,hinge,daily,1.5 hours,social interaction,3,unknown,detailed profiles,voice notes,Appearance > Interests > Personality
466,25,male,delhi,postgraduate,intern,hinge,none,daily,1 hour,casual fun,4,lack of genuine matches,location-based matching,voice notes,Values > Personality > Appearance
467,21,non-binary,kolkata,graduate,freelancer,hinge,none,monthly,1 hour,finding a partner,2,lack of genuine matches,location-based matching,video calls,Values > Personality > Appearance
468,24,non-binary,delhi,undergraduate,intern,bumble,hinge,monthly,1.5 hours,finding a partner,1,lack of genuine matches,ai recommendations,voice notes,Values > Personality > Appearance
469,23,male,hyderabad,graduate,full-time job,tinder,bumble,weekly,3 hours,casual dating,3,time-wasting,detailed profiles,video calls,Values > Personality > Appearance
470,19,female,chennai,postgraduate,full-time job,bumble,okcupid,monthly,30 minutes,casual dating,5,safety concerns,ai recommendations,video calls,Personality > Interests > Values
471,21,female,mumbai,postgraduate,student,none,okcupid,weekly,1 hour,social interaction,2,lack of genuine matches,location-based matching,text,Values > Personality > Appearance
472,19,male,delhi,postgraduate,student,okcupid,none,daily,30 minutes,social interaction,4,safety concerns,ai recommendations,text,Personality > Interests > Values
473,19,non-binary,chennai,graduate,student,okcupid,bumble,weekly,3 hours,casual dating,5,lack of genuine matches,video calls,text,Appearance > Interests > Personality
474,25,non-binary,hyderabad,undergraduate,part-time job,okcupid,hinge,weekly,3 hours,finding a partner,2,time-wasting,ai recommendations,voice notes,Values > Personality > Appearance
475,23,male,kolkata,postgraduate,full-time job,okcupid,tinder,daily,1.5 hours,finding a partner,2,safety concerns,detailed profiles,video calls,Values > Personality > Appearance
476,18,female,pune,postgraduate,intern,hinge,hinge,daily,30 minutes,social interaction,1,time-wasting,detailed profiles,voice notes,Values > Personality > Appearance
477,21,male,mumbai,graduate,part-time job,tinder,tinder,daily,1.5 hours,casual fun,4,time-wasting,audio calls,voice notes,Personality > Interests > Values
478,25,male,bangalore,undergraduate,full-time job,okcupid,hinge,daily,30 minutes,finding a partner,1,unknown,detailed profiles,video calls,Values > Personality > Appearance
479,20,female,delhi,undergraduate,full-time job,okcupid,none,weekly,1.5 hours,casual fun,5,safety concerns,detailed profiles,voice notes,Values > Personality > Appearance
480,19,female,delhi,graduate,intern,tinder,tinder,monthly,3 hours,casual fun,2,lack of genuine matches,detailed profiles,video calls,Appearance > Interests > Personality
481,24,non-binary,pune,undergraduate,student,okcupid,bumble,weekly,1.5 hours,finding a partner,1,unknown,detailed profiles,voice notes,Personality > Interests > Values
482,18,female,hyderabad,postgraduate,part-time job,none,okcupid,monthly,3 hours,casual fun,1,safety concerns,video calls,voice notes,Appearance > Interests > Personality
483,18,non-binary,chennai,graduate,freelancer,okcupid,tinder,monthly,30 minutes,finding a partner,3,unknown,video calls,video calls,Personality > Interests > Values
484,20,female,pune,undergraduate,intern,okcupid,okcupid,daily,3 hours,casual dating,3,time-wasting,video calls,voice notes,Personality > Interests > Values
485,24,non-binary,mumbai,postgraduate,student,okcupid,none,weekly,30 minutes,social interaction,4,lack of genuine matches,ai recommendations,text,Personality > Interests > Values
486,23,male,pune,graduate,student,hinge,tinder,daily,30 minutes,casual dating,3,safety concerns,location-based matching,voice notes,Personality > Interests > Values
487,21,female,mumbai,graduate,freelancer,bumble,tinder,monthly,3 hours,finding a partner,4,lack of genuine matches,audio calls,voice notes,Personality > Interests > Values
488,19,female,mumbai,graduate,student,bumble,none,monthly,1.5 hours,finding a partner,3,time-wasting,location-based matching,text,Personality > Interests > Values
489,25,female,delhi,graduate,full-time job,hinge,none,monthly,3 hours,casual fun,1,unknown,audio calls,text,Personality > Interests > Values
490,25,female,chennai,postgraduate,student,okcupid,hinge,daily,1.5 hours,casual dating,5,lack of genuine matches,ai recommendations,text,Personality > Interests > Values
491,25,female,kolkata,graduate,student,okcupid,hinge,daily,3 hours,casual fun,3,lack of genuine matches,ai recommendations,text,Personality > Interests > Values
492,24,female,mumbai,undergraduate,part-time job,bumble,none,monthly,1 hour,casual fun,5,safety concerns,audio calls,voice notes,Appearance > Interests > Personality
493,24,female,mumbai,postgraduate,intern,tinder,bumble,weekly,2 hours,casual dating,5,time-wasting,location-based matching,video calls,Appearance > Interests > Personality
494,20,male,mumbai,undergraduate,freelancer,tinder,none,daily,30 minutes,social interaction,1,unknown,video calls,video calls,Personality > Interests > Values
495,19,female,chennai,graduate,intern,okcupid,tinder,weekly,30 minutes,finding a partner,3,time-wasting,location-based matching,video calls,Personality > Interests > Values
496,23,female,mumbai,undergraduate,intern,tinder,hinge,weekly,1.5 hours,casual dating,2,unknown,audio calls,voice notes,Personality > Interests > Values
497,23,male,mumbai,postgraduate,intern,okcupid,tinder,daily,2 hours,casual fun,1,time-wasting,video calls,video calls,Values > Personality > Appearance
498,22,male,hyderabad,graduate,freelancer,none,hinge,monthly,2 hours,casual fun,2,lack of genuine matches,video calls,voice notes,Appearance > Interests > Personality
499,21,female,kolkata,graduate,student,tinder,hinge,daily,1.5 hours,casual dating,3,lack of genuine matches,detailed profiles,text,Appearance > Interests > Personality
500,22,male,mumbai,graduate,part-time job,none,hinge,weekly,1.5 hours,casual fun,2,time-wasting,ai recommendations,video calls,Appearance > Interests > Personality
